['0.0000000e+00', ' 2.1398472e+01', '-3.7991027e+00', ' 2.4707781e+01', '-1.9558276e+01', '-2.6100865e+01', '-1.8511861e+01', '-4.9896885e-01', '-1.6954116e+01', '-1.6174434e+01', '-6.7818098e+00', ' 3.3549935e+00', ' 1.8039066e+01', '-1.9683229e+01', '-1.8339842e+01', ' 9.3797252e+00', '-4.5513085e+00', ' 2.7160444e+01', '-9.6700733e+00', ' 3.4231604e+00', ' 1.9441361e+00', '-7.9816084e+00', ' 1.1454542e+01', '-2.2153420e+01', ' 1.9360816e+01', ' 5.0452188e-01', ' 2.5429889e+01', ' 7.5591115e+00', '-1.1047686e+01', ' 2.3360861e+00', ' 1.7711948e+01', ' 1.1516223e+01', ' 3.4472066e+00', '-9.2468938e-01', ' 1.0353789e+01', ' 1.5884841e+01', ' 6.4962815e+00', '-2.1013385e+01', '-5.0142027e+00', '-1.7470591e+01', ' 1.5553976e+00', ' 5.4802618e+00', ' 2.6787195e+01', ' 7.7050907e-01', ' 1.3534013e+01', ' 3.1925250e+00', ' 1.9347849e+01', ' 2.4391411e+01', ' 6.9701473e+00', '-5.4837915e+00', ' 7.2659437e+00', ' 1.6718847e+01', ' 1.3116689e+01', '-2.1007919e+00', ' 7.4734441e-01', ' 5.6625548e+00', ' 3.5760561e+00', '-1.0356454e+01', ' 3.7326893e+00', ' 1.8675322e-01', '-6.4663321e-01', '-2.1895984e+01', ' 1.0036899e+01', ' 1.3557643e+01', ' 1.8314780e+01', ' 1.2107075e+01', '-8.1425216e+00', '-1.4547388e+00', ' 5.3881221e+00', '-2.7493031e+00', '-5.9073307e+00', ' 5.9155658e+00', ' 1.7802799e+00', '-4.1589803e+00', ' 1.2212500e+01', ' 2.5308937e+00', ' 1.8536456e+01', ' 1.1679953e+01', ' 1.4439611e+01', '-2.7713441e+00', ' 2.4502672e+01', ' 2.0349897e+01', ' 8.4990469e+00', '-1.1918071e+00', '-1.4422591e+01', '-9.8385641e+00', '-6.7394479e+00', ' 1.2375461e+01', ' 6.2942815e+00', '-4.5135676e+00', ' 1.2640773e+01', '-6.0483138e+00', ' 1.1128604e+01', ' 1.5745953e+00', ' 7.3302478e+00', ' 1.2455999e+01', ' 1.8949804e+01', '-3.5675527e+00', '-1.6780453e+00', '-1.0862884e-01']
['1.8536456e+01', ' 1.5842930e+01', '-2.1187146e+01', '-1.6955389e+01', '-6.6373490e+00', '-9.0705405e+00', '-4.1416247e+00', '-2.1163326e+01', ' 1.1714873e+01', '-2.8093739e+01', '-1.6465198e+01', ' 1.7231160e+01', ' 9.0244063e+00', '-9.4837692e+00', ' 1.8522977e+01', ' 6.6946722e+00', '-1.6822377e+01', '-1.1888445e+01', '-1.5283944e+01', '-1.9712620e+01', '-2.0371662e+01', '-1.7875802e+01', ' 2.9813928e+01', ' 2.9742141e+01', '-9.1021171e+00', ' 1.5294982e+01', ' 1.7779862e+01', '-2.1006542e+00', ' 2.3974564e+01', '-1.3717008e+01', ' 1.3352592e+01', '-1.0039033e+01', '-1.5057025e+01', ' 7.3316975e+00', ' 2.2309590e+01', ' 4.5195678e+00', '-8.7144044e+00', ' 1.2112434e+01', '-1.8605679e+01', ' 8.6808165e-01', ' 9.7533927e+00', '-4.0287415e+00', ' 1.8948616e+01', '-5.6485014e+00', '-2.6260997e+00', '-1.7403851e+01', ' 7.5078209e-02', ' 2.4849117e+01', ' 1.5746901e+01', ' 2.4902994e+01', '-2.0485295e+00', ' 1.4436799e+01', '-4.6918354e+00', ' 2.5448390e+00', '-2.7972428e+01', '-4.9596345e+00', '-2.1655231e+01', '-5.4136503e-01', ' 1.9308158e+01', ' 2.5285067e+01', ' 2.6642331e+01', ' 1.1884030e+01', '-1.9115298e+01', ' 1.6270248e+01', ' 2.1859457e+01', '-8.9736630e+00', ' 2.3670076e+01', ' 2.2738772e+01', '-2.5934395e+01', ' 2.9692398e+01', ' 1.1460160e+01', '-2.7846640e+01', ' 1.4098213e+01', '-4.0288648e+00', ' 7.9144719e+00', ' 6.6664713e+00', ' 0.0000000e+00', ' 1.9096258e+01', ' 1.7622495e+01', '-1.2538635e+01', ' 2.5696375e+01', ' 7.2313802e+00', ' 2.4668760e+01', '-1.6362130e+01', ' 1.9769222e+01', ' 1.9981560e+01', '-2.6533879e+01', '-4.6153585e+00', ' 1.8409819e+01', ' 2.3174076e+01', ' 1.8757095e+01', ' 2.1443105e+01', ' 4.2145984e+00', ' 3.0855808e+01', '-1.7403968e+01', '-4.0076263e+00', '-2.7289843e+01', ' 1.6102055e+01', '-2.3228339e+00', ' 2.0810050e+01']
['1.1679953e+01', '-1.8128527e+01', '-2.1275771e+01', ' 2.1143904e+01', ' 2.2611559e+01', ' 6.6328157e+00', ' 1.5538415e+00', '-1.9361494e+01', '-1.7878751e+01', ' 2.8765126e+00', ' 8.4728200e+00', ' 1.9826255e+01', '-2.2023130e+01', '-4.9884212e+00', '-1.5331989e+01', ' 1.9576513e+01', ' 2.9103740e+00', ' 7.5353167e+00', ' 2.5060950e+01', '-1.3146058e+01', ' 6.7539665e+00', ' 2.2504841e+01', ' 9.9000743e+00', '-1.1046761e+01', '-1.1210609e+01', ' 1.1496289e+01', ' 8.9906063e+00', ' 3.2375582e+00', ' 2.3822300e+01', ' 5.4936258e+00', ' 3.0761447e+00', '-1.1146825e+01', ' 3.1823933e+01', '-9.2726145e+00', ' 1.7771770e+01', ' 1.8483179e+01', '-1.6649375e+00', '-1.1186980e+01', ' 7.2798634e+00', ' 1.2768035e+01', ' 5.5789047e+00', '-3.0435919e+01', '-2.7850662e+01', ' 1.4616685e+01', ' 8.6099523e+00', ' 1.3052792e+01', '-2.8462030e+01', ' 2.1203750e+01', ' 2.7404573e+01', '-2.7885657e+01', ' 1.9045485e+01', ' 1.8925109e+01', ' 4.6177936e+00', '-1.5693232e+01', ' 5.4675077e+00', ' 2.5534805e+01', ' 2.2159705e+01', ' 8.8662748e-01', ' 1.9282578e+01', ' 6.7819026e+00', ' 2.2772168e+00', '-8.7218192e+00', ' 3.1437887e+01', ' 1.2703188e+00', ' 2.0372436e+01', ' 2.2524440e+01', '-2.1122029e+00', ' 1.5440507e+01', ' 1.5850705e+01', ' 3.2202764e+01', '-6.9779995e+00', '-2.9779763e+01', ' 2.0418540e+01', '-3.1137396e+00', '-7.8252195e+00', ' 3.0026084e+01', ' 1.9096258e+01', ' 0.0000000e+00', '-1.2085896e+01', '-1.9578499e+01', '-1.2549357e+01', ' 2.2337284e+01', ' 2.2960098e+01', '-1.9013448e+01', '-3.1533674e+01', ' 1.8716574e+01', ' 1.3691899e+01', '-1.0201552e+01', ' 2.0997482e+01', ' 1.4048566e+01', '-5.4760055e+00', ' 2.1186801e+01', ' 1.5919570e+01', '-2.1831164e+01', ' 2.8666380e+01', '-1.1948005e+01', '-2.5044122e+00', ' 9.7779626e+00', '-3.0720866e+00', '-1.4151176e-02']
['1.4439611e+01', '-1.9223405e+01', ' 2.1077287e+01', ' 4.2631588e+00', ' 3.9819280e+00', '-1.0701339e+01', ' 7.8486806e+00', '-1.2157265e+01', '-1.3933826e+01', '-6.4628307e+00', '-1.7874202e+01', '-8.8670724e-03', ' 9.4596097e+00', '-1.9217032e+01', ' 2.0078118e+01', '-1.5571572e+01', '-1.3816317e+01', '-9.1209137e+00', '-1.6219292e+01', '-2.2810069e+01', '-1.6699712e+01', '-1.0704342e+01', ' 1.1795630e+01', '-1.0076206e+01', '-9.6818156e+00', '-5.2654979e+00', '-1.1925540e+01', '-3.6455132e+01', '-1.7025733e+01', '-3.1435644e+00', '-5.2193582e+00', '-9.3851846e+00', '-1.7661223e+01', '-1.3867211e+01', '-1.0958238e+01', ' 1.5159815e+01', ' 2.0824351e+01', '-1.0479690e+01', '-1.2243979e+01', '-1.2511114e+01', '-6.1499016e+00', '-1.5194855e+01', '-3.6518905e+00', ' 1.1892427e+01', '-1.7213149e+01', '-8.6418466e+00', '-7.5905423e+00', '-8.7547361e-01', ' 2.0655618e+01', ' 2.9975704e+01', '-1.2523767e+01', '-2.0752372e+01', ' 2.0922743e+01', '-2.5622285e+01', '-2.0254388e+01', ' 2.4000464e+01', ' 8.8920671e+00', ' 2.7263188e+01', ' 2.1852744e+01', ' 5.2176192e+00', ' 5.3858442e+00', ' 2.1263078e+01', '-9.0460072e+00', '-9.9966360e+00', '-8.7133589e+00', '-2.1511443e+01', ' 1.6209775e+01', '-3.9898239e+00', ' 1.9218864e+01', '-2.5206863e+01', ' 2.3100743e+01', '-1.3584790e+01', '-2.5649902e+01', '-9.0489108e+00', '-2.2612602e+01', ' 7.9126800e+00', ' 1.7622495e+01', '-1.2085896e+01', ' 0.0000000e+00', '-5.5426657e+00', '-1.2618753e+01', '-6.7985049e+00', '-1.0361005e+01', ' 2.7748860e+01', ' 3.3763555e+01', '-2.9608384e+01', ' 3.6969165e+01', ' 8.0638236e+00', ' 1.1028772e+01', '-2.0759934e+01', ' 3.6202436e+00', ' 1.9351763e+00', ' 1.8778920e+01', '-1.9876161e+01', '-1.7298597e+01', '-2.7654516e+01', '-1.6759712e+01', '-3.1109554e+01', ' 3.0360258e+01', '-2.4887115e+01']
['-2.7713441e+00', '-1.0609738e+01', ' 3.0414863e+00', '-1.0869581e+00', ' 5.0799045e+00', ' 1.7838808e+01', ' 1.4483792e+01', '-1.1639954e+01', '-1.5705210e+01', ' 1.1091852e+01', '-1.6149933e+01', ' 7.3033151e+00', ' 6.1792577e+00', '-2.0108104e+01', ' 1.0241832e+01', '-3.1969351e-01', '-1.3013477e+01', ' 6.7628827e+00', '-8.6555065e+00', ' 7.1854714e+00', ' 1.9624391e+01', '-2.2237614e+01', ' 1.6539184e+01', ' 5.6555496e+00', '-3.1086838e-01', '-4.2518543e+00', '-1.1563241e+01', ' 2.1198642e+01', '-3.2400784e+00', ' 6.8315318e+00', ' 3.4813320e+00', ' 2.0306748e+01', '-1.5504363e+01', ' 1.2722031e+01', ' 9.6062328e+00', ' 9.0927517e+00', '-9.5879305e+00', ' 1.7545099e+01', ' 2.3485195e+01', ' 9.7868928e+00', ' 2.1098128e+01', ' 1.1156005e+01', '-5.9994149e+00', ' 2.0030959e+00', ' 4.4417785e+00', '-1.0331691e+01', ' 4.6901922e+00', ' 1.6066501e+01', ' 1.4108959e+01', ' 1.5838894e+01', ' 1.6914904e+01', '-2.7086802e-01', ' 6.3684834e+00', ' 1.5275150e+01', ' 2.6884385e+01', ' 9.2379909e+00', '-1.4794171e+00', '-9.8811851e+00', ' 1.7475061e+01', '-9.4785143e-01', ' 1.5544468e+01', ' 1.9831293e+01', ' 3.3734515e+00', '-1.3541591e+01', '-7.9515020e+00', '-1.0825746e+01', '-8.2472236e+00', ' 2.1392249e+01', '-6.9774650e+00', ' 6.3237451e+00', ' 2.2359220e+01', '-2.0068759e+01', ' 1.3367202e+01', ' 2.8802343e-01', ' 2.7178121e+01', ' 8.1713215e-01', '-1.2538635e+01', '-1.9578499e+01', '-5.5426657e+00', ' 0.0000000e+00', ' 5.9200675e-01', '-1.9707882e+01', '-4.4569684e+00', '-2.1188649e+01', '-8.1797648e+00', ' 4.7094142e+00', '-8.0400856e+00', ' 1.5642580e+01', '-1.1020123e+01', ' 1.3393938e+00', ' 1.6142367e+01', ' 1.7008690e+01', '-3.1617180e+00', ' 1.3722732e+01', '-1.9854037e+01', ' 1.5353101e+01', ' 4.4535468e+00', ' 1.9099390e+01', '-2.0175151e+01', ' 3.6184274e+00']
['2.4502672e+01', '-1.1373214e+01', ' 2.5753103e+01', ' 1.6842790e+01', ' 5.5752912e+00', ' 7.5463706e+00', ' 4.5106720e+00', '-3.8688539e+00', '-1.2155788e+01', '-1.6443950e+01', '-9.2200648e+00', ' 1.9839419e+01', ' 2.2213725e+01', '-1.6362223e+01', ' 8.8325998e+00', '-3.0020112e+01', '-1.9552658e+01', '-2.5195303e+01', '-1.6946260e+01', '-1.6226983e+01', '-2.8207579e+01', ' 8.0517646e+00', ' 9.8152990e+00', '-1.8829227e+01', '-2.3760321e+01', '-1.3595174e+01', '-3.4942387e+01', '-1.0587127e+01', '-1.4161393e+01', '-2.1024487e+00', '-9.9613113e+00', '-7.0728345e-01', '-1.6088876e+01', '-6.1920336e+00', ' 3.0933441e+01', ' 2.9740200e+01', ' 3.7738631e+00', ' 1.7553144e+01', '-1.7013237e+01', ' 2.5130585e+00', ' 2.1027860e+00', '-2.8691949e+01', ' 9.6610908e+00', ' 6.9872304e-01', '-2.5208385e+01', '-1.8476825e+01', '-2.3993409e+00', '-3.4197061e+01', ' 2.5701811e+01', '-1.9613108e+01', ' 2.0204864e+01', ' 1.9243325e-01', ' 2.1424174e+01', '-1.8974575e+00', '-5.9701599e+00', ' 2.5348345e+01', ' 1.7572891e+01', ' 2.7362251e+01', ' 1.4372881e+01', ' 3.7795524e+00', '-6.0328544e+00', ' 1.6470207e+01', ' 2.0150819e+01', '-2.2181202e+01', ' 1.5248720e+01', '-2.9619665e+01', ' 1.0821410e+01', ' 1.6603755e+01', ' 2.6570731e+01', '-2.4638223e+01', '-3.2849839e+00', ' 3.6112386e+01', '-1.0802952e+01', '-1.4875856e+00', '-2.6662781e+01', ' 2.1223381e+01', ' 2.5696375e+01', '-1.2549357e+01', '-1.2618753e+01', ' 5.9200675e-01', ' 0.0000000e+00', ' 8.8544517e+00', '-2.6641937e+01', '', '', '', '', '', ' Inf', ' 3.2836447e+01', '-1.0052521e+01', '', '', '', '', '', ' Inf', ' 1.8419855e+01', ' 1.3321334e+01', '-2.3533844e+01', '-1.3535029e+01', '-2.2913758e+01', ' 2.8649249e+01', '-2.2057097e+01', '-2.2109224e+01', '-2.9659405e+01', '-2.2478455e+01', '-3.7509882e+01', '', '', '', '', '', ' Inf', '-2.2058144e+01']
['2.0349897e+01', ' 1.0807620e+01', '-1.7405301e+01', ' 2.0268697e+01', ' 1.4217365e+01', '-6.2079164e+00', '-8.8784612e+00', '-1.0088762e+00', ' 2.4263105e-02', ' 1.7651532e+01', ' 1.2798039e+01', ' 6.7311979e+00', ' 1.5053860e+01', ' 2.3849556e+01', '-3.2716890e+00', ' 3.0265334e+00', '-1.7529719e+01', '-5.6852335e+00', '-2.0444661e+01', '-1.2272415e+01', '-2.1652769e+01', '-1.3428525e+01', ' 2.1368884e+01', '-1.6006641e+01', '-1.0538186e+01', '-6.2366062e+00', ' 2.6448239e+01', '-1.4429678e+01', ' 2.3066837e+01', ' 1.5084536e-01', '-1.5539177e+01', '-1.9286924e+01', '-1.0562076e-01', '-3.0223616e+01', '-1.3724978e+01', ' 3.3945045e+01', '-2.1552585e+01', '-4.6250485e+00', '-9.8188036e+00', '-1.9563258e+01', '-3.8645616e+00', '-1.5093666e+01', ' 2.0627340e+01', ' 9.7371811e+00', '-1.2141323e+01', ' 2.1571217e+00', '-1.7633675e+01', '-1.3441087e+01', ' 2.2766513e+01', '-3.0170400e+01', '-2.0754367e+01', ' 1.5782699e+01', '-2.7352142e+01', ' 7.8872616e+00', '-5.2109171e+00', ' 9.0266963e+00', ' 2.7867918e+01', ' 2.7224536e+01', ' 1.0756362e+01', ' 2.0503897e+01', ' 2.8175476e+00', '-1.8624611e+01', ' 1.5912719e+00', '-9.7188079e+00', ' 1.7824054e+01', '-4.6651247e+00', ' 2.2616495e+01', '-2.2197019e+01', ' 1.6677439e+01', ' 6.5833800e+00', ' 1.1380942e+00', '-3.2886530e+01', '-8.8346084e+00', '-9.1593070e+00', '-1.1080662e+01', '-1.2754841e+01', ' 7.2313802e+00', ' 2.2337284e+01', '-6.7985049e+00', '-1.9707882e+01', ' 8.8544517e+00', ' 0.0000000e+00', ' 3.8292519e+01', '-2.8326621e+01', ' 2.8629456e+01', ' 1.3197777e+01', '-3.2628082e+01', ' 2.5391531e+01', ' 2.8227370e+01', '-1.0196253e+01', ' 1.6382010e+01', ' 2.6180205e+01', ' 3.4704925e+01', '-8.9600470e+00', ' 8.5366808e-02', '-2.3351376e+01', '-2.1951378e+01', '-6.1248780e+00', ' 1.7578850e+01', ' 1.5998200e+00']
['8.4990469e+00', ' 7.0473514e+00', '-2.2510311e+01', '-2.5593111e+00', '-2.6746527e+01', '-1.9630792e+01', '-3.6591430e+00', ' 3.5733713e+00', ' 1.7576998e+01', ' 9.2307814e+00', '-2.3213163e+01', '-6.2408899e+00', '-1.1537642e+01', ' 2.2449111e+01', ' 2.1577971e+01', ' 1.6307732e+01', ' 2.2803815e+01', '-9.7895230e+00', '-5.9751165e+00', '-2.0345535e+01', '-2.0930641e+01', ' 1.3884084e+00', ' 2.0163819e+01', '-2.8933694e+01', '-1.5361317e+01', ' 9.0644177e+00', '-1.5412556e+01', '-1.0499709e+01', ' 2.1139294e+00', ' 2.1411940e+01', '-8.5675907e+00', ' 2.9640352e+01', ' 1.4468568e+01', '-3.2827346e+01', ' 9.3807632e+00', ' 3.3747889e+01', '-2.2626808e+01', '-1.5622682e+01', '-2.5866903e+01', '-6.2940353e+00', ' 7.0654233e+00', '-3.1052829e+01', ' 8.2488230e+00', ' 1.5470696e+01', '-1.3571188e+01', '-1.7410596e+01', '-3.3218586e+00', '-7.2466613e+00', '-2.0523306e+01', '-3.6972456e+01', ' 1.9567698e+00', '-1.5911249e+01', '-3.7415966e+00', ' 1.4454146e+01', '-9.1500551e+00', '-1.9783802e+01', ' 1.8744791e+01', ' 3.2898247e+01', '-1.0976491e+01', ' 1.6410492e+01', '-1.8580769e+01', '-1.4405686e+01', '-2.8243327e+00', ' 1.1878819e+01', ' 2.2248062e+01', ' 1.4012006e+01', '-2.3515405e+01', '-1.2973542e+00', '-1.1156550e+01', ' 3.1776518e+01', ' 4.3762816e+00', '-2.2888640e+01', '-2.8064991e+01', '-1.7432657e+00', ' 1.8486802e+01', ' 8.4881420e+00', ' 2.4668760e+01', ' 2.2960098e+01', '-1.0361005e+01', '-4.4569684e+00', '-2.6641937e+01', ' 3.8292519e+01', ' 0.0000000e+00', '-1.4646225e+01', '', '', '', '', '', ' Inf', '-3.4617894e+01', ' 1.0573742e+01', ' 9.5304785e+00', ' 2.7000384e+01', '-1.4515263e+01', ' 2.8535089e+01', '-1.7994607e+01', ' 3.6770498e+01', '-2.5695319e+01', ' 1.9640157e+01', ' 3.5555854e+01', ' 2.1710673e+01', '-3.3465428e+01', ' 4.2392189e+00', '-2.1393415e+01']
['-1.1918071e+00', ' 2.2150091e+01', '-3.2500123e+01', '-1.6614414e+01', ' 2.4380612e+01', ' 1.0780376e+01', '-4.3152212e-02', '-1.2027357e+01', '-1.7305998e+01', '-3.3476686e+01', '-4.3017648e+00', '-1.2123876e+01', '-2.2345997e+01', '-2.6519294e+01', '-2.3044521e+01', '-6.1718496e+00', '-4.7358293e+00', ' 1.6399855e+01', ' 6.0559602e+00', ' 2.3568946e+01', '-3.1133658e+01', '-1.4490663e+01', '-1.4140066e+01', '-2.1603471e+01', ' 2.5941086e+01', '-5.4330455e+00', ' 3.5448678e+01', ' 2.7519340e+01', '-1.0291608e+01', '-1.1001212e+01', ' 1.0034363e+01', '-9.5917360e+00', ' 5.9032736e+00', '-2.7000853e+01', '-1.3225505e+01', '-2.2932344e+01', '-2.4979880e+01', '-2.3358431e+01', '-4.3726612e+00', '-2.4990744e+01', '-2.1573045e+01', ' 1.7893855e+01', '-2.3071350e+01', '-2.1426005e+01', '-2.5697580e+00', ' 1.9628199e+01', '-1.0723914e+01', ' 2.7002611e+01', '-2.3313351e+01', ' 9.7288076e-01', '-2.1741308e+01', '-2.1913531e+01', '-1.7365698e+01', ' 2.2140841e+01', '-1.6325495e+00', '-1.7651160e+01', '-2.1712599e+01', '-2.7996815e+01', '-3.0731486e+01', '-2.5066623e+01', ' 1.2364331e+01', '-1.1375090e+01', ' 9.0268012e+00', '-1.4715117e+00', ' 1.9998257e+00', ' 1.7305905e+01', ' 3.3059144e+01', '-1.5012058e+01', '-3.3780480e+01', ' 1.0852464e+01', '-1.9131460e+01', '', '', '', '', '', '-Inf', '-1.8450896e+01', '-2.3440504e+01', '-1.3660587e+01', '-5.7067190e+00', '-1.6362130e+01', '-1.9013448e+01', ' 2.7748860e+01', '-2.1188649e+01', '', '', '', '', '', ' Inf', '-2.8326621e+01', '-1.4646225e+01', ' 0.0000000e+00', '-2.8722823e+01', '-2.9349342e+01', '', '', '', '', '', '-Inf', ' 1.2767739e+01', '-1.3320454e+01', '-1.4470835e+01', ' 1.6345007e+01', ' 1.4139622e+01', '-2.6338317e+01', '-2.4074010e+01', '-1.6074087e+01', ' 2.5454496e+01', ' 1.9235084e+01', ' 2.6404298e+01', '-3.4203036e+01', ' 1.0502181e+01']
['-1.4422591e+01', '-1.6146120e+01', '-2.2950697e+01', '-1.2316365e+01', ' 1.0522474e+01', ' 1.8109070e+01', '-2.2453767e+01', '-2.3516698e+01', '-1.3800974e+01', '-2.5540227e+01', ' 1.1431487e+01', ' 1.6770077e+01', ' 3.3163080e+00', '-9.1453505e+00', ' 9.6522157e+00', ' 7.2081776e+00', '-1.2515037e+01', ' 1.1590681e+01', ' 1.9907408e+00', ' 9.5197123e-01', ' 2.9389485e+00', '-7.0749779e+00', ' 1.1334484e+01', '-2.3321939e+01', '-7.7195354e-01', '-1.4667638e+01', ' 1.6809640e+01', ' 2.0813044e+01', ' 1.6044907e+01', '-2.3041917e+01', ' 1.1580179e+01', ' 1.6074853e+01', ' 2.3420281e+01', ' 2.3213084e+01', ' 1.5710303e+01', '-2.0216888e+00', '-2.6286300e+01', '-3.0203514e+01', ' 1.5097892e+01', '-3.0987388e+01', '-1.9518854e+00', ' 1.2899612e+01', ' 2.2329010e+01', ' 1.9730764e+01', '-2.5256014e+01', ' 3.3440007e+01', ' 2.5380531e+01', '-1.8644295e+01', '-2.5091997e+01', '-2.3753062e+01', '-1.9644796e+01', ' 2.0459215e+01', ' 2.2999358e+01', '-7.6830725e+00', ' 2.6888485e+00', '-1.9893954e+01', ' 3.3340339e+01', ' 1.8739380e+01', ' 6.0659536e+00', '-3.0852420e+01', '-1.2145200e+01', '-2.1036714e+01', ' 3.5236967e+01', '-2.7094079e+01', ' 1.4758350e+01', '-4.1191180e+00', ' 2.2674820e+01', ' 2.3167637e+01', ' 3.0646333e+01', ' 3.2145930e+01', '-1.2444954e+00', '-2.5099642e+01', ' 2.6280732e+01', '-7.3459612e+00', '-7.6426826e+00', ' 1.5618030e+01', ' 1.9769222e+01', '-3.1533674e+01', ' 3.3763555e+01', '-8.1797648e+00', ' 3.2836447e+01', ' 2.8629456e+01', '', '', '', '', '', ' Inf', '-2.8722823e+01', ' 0.0000000e+00', ' 2.8210428e+01', '', '', '', '', '', '-Inf', ' 2.1974590e+01', '-3.2470702e+01', ' 2.2138435e+01', ' 3.5803910e+01', ' 9.5469819e-01', ' 2.5978840e+01', ' 2.6139510e+01', ' 2.6682831e+01', ' 1.2800519e+01', '-4.4089501e-01', ' 2.6136633e+01', '-2.9848703e+01', ' 3.1231979e+01']
['-9.8385641e+00', ' 6.6610522e+00', '-2.0856968e+01', '-1.2729057e+01', ' 8.7601936e+00', '-2.0469348e+01', '-6.3597101e+00', '-2.6848802e+01', '-2.0072790e+01', '-7.8923373e+00', ' 2.0259131e+00', ' 1.5947558e+01', '-3.5699091e+00', '-2.2918701e+01', '-1.9012144e+01', ' 1.2651671e+01', '-2.3944977e+01', ' 8.1014688e+00', '-2.1029071e+01', '-2.2992882e+01', '-2.4927015e+01', '-6.5683861e+00', '-1.0356317e+01', ' 1.1278405e+01', ' 6.8420704e+00', '-6.2363887e+00', '-1.9290002e+01', '-2.2230489e+01', '-2.5896206e+01', '-1.9234049e+01', '-8.1036333e+00', '-1.9004437e+01', ' 2.0468754e+01', '-1.8719680e+01', '-2.7849710e+01', ' 3.4808127e+01', ' 2.4115381e+00', '-2.0287968e+01', '-2.6145575e+01', ' 1.2570212e+01', '-1.0145691e+01', '-1.4907764e+01', ' 1.4988282e+01', ' 1.0887926e+01', '-2.2534568e+01', ' 8.3879189e+00', ' 2.1344871e+01', ' 2.8011435e+01', ' 2.7449187e+01', '-1.2335887e+01', '-2.5210524e+01', '-1.8265225e+01', '-2.8962945e+01', '-5.8491516e+00', '-8.0146926e+00', ' 1.2642866e+00', '-4.0795380e+00', '-4.9301215e+00', '-1.6356779e+01', '-1.9861399e+01', '-2.7207383e+00', '-1.8731570e+01', ' 2.5157140e+01', '-2.3122129e+01', '-1.3755021e+01', ' 1.7017549e+01', ' 1.8215877e+01', '-1.5468929e+00', '-3.9587687e+00', '-3.3294318e+00', ' 6.1760898e+00', '', '', '', '', '', '-Inf', '-6.7678106e+00', ' 7.2084837e+00', ' 1.2822785e+00', '-2.3706480e+00', ' 1.9981560e+01', ' 1.8716574e+01', '-2.9608384e+01', ' 4.7094142e+00', '-1.0052521e+01', ' 1.3197777e+01', '-3.4617894e+01', '-2.9349342e+01', ' 2.8210428e+01', ' 0.0000000e+00', '-7.6844000e+00', ' 1.8020375e+01', ' 1.0986382e+01', '-2.7618421e+01', ' 3.6375195e+01', ' 1.2683848e+01', ' 2.3930111e+01', '-1.2944694e+01', '-1.1260037e+00', ' 3.0995944e+01', ' 2.2007848e+01', '-3.3771956e+01', ' 3.4414812e+01', '-2.9686944e+01']
['-6.7394479e+00', ' 1.1400591e+01', '-3.2311643e+01', '-2.4918864e+01', '-3.1493682e+00', ' 7.6843268e+00', '-1.7845392e+01', '-1.1421804e+01', '-3.1232862e+00', '-2.4675606e+01', ' 1.2064768e+01', '-2.5080950e+00', '-2.3210568e+01', '-2.6028382e+00', '-2.1235736e+01', ' 1.4448015e+01', ' 2.5381380e+00', ' 1.8959286e+01', '-2.1175757e+01', ' 2.4770515e+01', ' 7.1872567e+00', '-2.3806959e+01', '-2.0320701e+00', '-8.8077407e+00', ' 1.7958251e+01', '-3.6601331e+00', ' 2.3262764e+01', ' 3.4270599e+01', ' 6.0336790e+00', '-2.1202503e+01', ' 1.6719607e+01', '-2.6239041e+01', ' 1.7782823e+01', '-5.9853972e+00', '-1.8505104e+01', '-2.8251523e+01', '-3.2810143e+01', '-1.6963997e+01', '-6.4703130e+00', '-2.3255663e+01', '-1.5121721e+01', ' 2.4944071e+01', '-1.8766178e+01', '-1.7311733e+01', ' 1.6591395e+01', '-1.5980055e+01', '-7.1495210e-01', '-1.7785137e+01', '-3.2868790e+01', ' 2.9029408e+01', '-2.5155161e+01', '-1.1736447e+01', '-2.3464048e+01', ' 3.2732843e+01', ' 1.2144129e+01', '-2.2882828e+01', '-2.1100091e+01', '-2.6180109e+01', '-2.5256015e+01', '-2.1021473e+01', '-8.8767892e-02', '-2.2566295e+01', '-6.1270394e-01', ' 1.8396213e+01', '-9.3139793e+00', ' 1.6082585e+01', ' 2.1877647e+01', '-1.0624731e+01', '-2.8334841e+01', ' 2.3230741e+01', '-2.1828488e+01', '', '', '', '', '', '-Inf', ' 2.9268242e-01', '-2.0364799e+01', ' 2.1178749e+01', '-2.5192254e+01', '-2.6533879e+01', ' 1.3691899e+01', ' 3.6969165e+01', '-8.0400856e+00', '', '', '', '', '', ' Inf', '-3.2628082e+01', ' 1.0573742e+01', '', '', '', '', '', '-Inf', '', '', '', '', '', '-Inf', '-7.6844000e+00', ' 0.0000000e+00', '-1.4869414e+01', '-1.4047226e+01', ' 2.4042094e+01', '-1.4279510e+01', ' 7.1231162e+00', '-2.3544947e+01', ' 1.3721258e+01', ' 8.3487343e+00', ' 1.5503840e+01', ' 2.2817029e+00', ' 3.4245562e+01', '', '', '', '', '', '-Inf', ' 1.6625923e+01']
